estimate,value,method,samples,i
σ2net,0.0004200670448523555,tmle_iid,1668,264
σ2boot,NaN,tmle_iid,1668,264
ψ,1.4608365102561738,ols,1668,264
σ2,0.0016509398389848097,ols,1668,264
σ2net,0.0016509398389848097,ols,1668,264
ψ,1.4814556701989339,plugin,1668,265
σ2boot,NaN,plugin,1668,265
ψ,1.4357824986454022,ipw,1668,265
σ2,0.0005600506069872602,ipw,1668,265
σ2net,0.0007361724276245472,ipw,1668,265
σ2boot,NaN,ipw,1668,265
stabilized,false,ipw,1668,265
ψ,1.4427372650332775,sipw,1668,265
σ2,0.00044462692319024674,sipw,1668,265
σ2net,0.000612995514546411,sipw,1668,265
σ2boot,NaN,sipw,1668,265
stabilized,true,sipw,1668,265
ψ,1.481412798276695,onestep,1668,265
σ2,0.00043374719951942567,onestep,1668,265
σ2net,0.0005654707192682327,onestep,1668,265
σ2boot,NaN,onestep,1668,265
ψ,1.4800718811029332,tmle,1668,265
σ2,0.00044245008993399395,tmle,1668,265
σ2net,0.00057812818035881,tmle,1668,265
σ2boot,NaN,tmle,1668,265
ψ,1.4602001199982269,plugin_iid,1668,265
σ2boot,NaN,plugin_iid,1668,265
ψ,1.435894056847431,ipw_iid,1668,265
σ2,0.0005812288683834587,ipw_iid,1668,265
σ2net,0.0005812288683834588,ipw_iid,1668,265
σ2boot,NaN,ipw_iid,1668,265
stabilized,false,ipw_iid,1668,265
ψ,1.4438698251551543,sipw_iid,1668,265
σ2,0.00044633475927984164,sipw_iid,1668,265
σ2net,0.0004463347592798419,sipw_iid,1668,265
σ2boot,NaN,sipw_iid,1668,265
stabilized,true,sipw_iid,1668,265
ψ,1.463637549583421,onestep_iid,1668,265
σ2,0.00042368574273552427,onestep_iid,1668,265
σ2net,0.0004236857427355242,onestep_iid,1668,265
σ2boot,NaN,onestep_iid,1668,265
ψ,1.4594674828371346,tmle_iid,1668,265
σ2,0.0004134818353213825,tmle_iid,1668,265
σ2net,0.00041348183532138264,tmle_iid,1668,265
σ2boot,NaN,tmle_iid,1668,265
ψ,1.4600643765692412,ols,1668,265
σ2,0.0016668168252623817,ols,1668,265
σ2net,0.0016668168252623817,ols,1668,265
ψ,1.475682488526847,plugin,1668,266
σ2boot,NaN,plugin,1668,266
ψ,1.4355070901328215,ipw,1668,266
σ2,0.0005528027096595839,ipw,1668,266
σ2net,0.000588832574027025,ipw,1668,266
σ2boot,NaN,ipw,1668,266
stabilized,false,ipw,1668,266
ψ,1.4340114020067907,sipw,1668,266
σ2,0.0004031570397593519,sipw,1668,266
σ2net,0.0004842674209712464,sipw,1668,266
σ2boot,NaN,sipw,1668,266
stabilized,true,sipw,1668,266
ψ,1.4781482586124688,onestep,1668,266
σ2,0.0004106153795505156,onestep,1668,266
σ2net,0.0004675482806485976,onestep,1668,266
σ2boot,NaN,onestep,1668,266
ψ,1.475406142495422,tmle,1668,266
σ2,0.0004085936981781792,tmle,1668,266
σ2net,0.0004665270021872176,tmle,1668,266
σ2boot,NaN,tmle,1668,266
ψ,1.4561284118402422,plugin_iid,1668,266
σ2boot,NaN,plugin_iid,1668,266
ψ,1.433501527320026,ipw_iid,1668,266
σ2,0.0006233822200805339,ipw_iid,1668,266
σ2net,0.0006233822200805336,ipw_iid,1668,266
σ2boot,NaN,ipw_iid,1668,266
stabilized,false,ipw_iid,1668,266
ψ,1.430341471784008,sipw_iid,1668,266
σ2,0.0003996548877319249,sipw_iid,1668,266
σ2net,0.00039965488773192507,sipw_iid,1668,266
σ2boot,NaN,sipw_iid,1668,266
stabilized,true,sipw_iid,1668,266
ψ,1.4568027652608706,onestep_iid,1668,266
σ2,0.00040734917759929415,onestep_iid,1668,266
σ2net,0.0004073491775992943,onestep_iid,1668,266
σ2boot,NaN,onestep_iid,1668,266
ψ,1.4600819072217912,tmle_iid,1668,266
σ2,0.0003794442590583191,tmle_iid,1668,266
σ2net,0.00037944425905831906,tmle_iid,1668,266
σ2boot,NaN,tmle_iid,1668,266
ψ,1.455946244676164,ols,1668,266
σ2,0.0016413880779029553,ols,1668,266
σ2net,0.0016413880779029553,ols,1668,266
ψ,1.4638637298185717,plugin,1668,267
σ2boot,NaN,plugin,1668,267
ψ,1.4048103409615122,ipw,1668,267
σ2,0.0006264058943017496,ipw,1668,267
σ2net,0.0007236408085459057,ipw,1668,267
σ2boot,NaN,ipw,1668,267
stabilized,false,ipw,1668,267
ψ,1.4143390990833113,sipw,1668,267
σ2,0.0003950081498109832,sipw,1668,267
σ2net,0.0004843113439185303,sipw,1668,267
σ2boot,NaN,sipw,1668,267
stabilized,true,sipw,1668,267
ψ,1.4661324048994782,onestep,1668,267
σ2,0.0004158060520700689,onestep,1668,267
σ2net,0.00047437402107998065,onestep,1668,267
σ2boot,NaN,onestep,1668,267
ψ,1.4603914803953817,tmle,1668,267
σ2,0.00040756778482089996,tmle,1668,267
σ2net,0.00047751901023015356,tmle,1668,267
σ2boot,NaN,tmle,1668,267
ψ,1.445111249633705,plugin_iid,1668,267
σ2boot,NaN,plugin_iid,1668,267
ψ,1.4314164290486553,ipw_iid,1668,267
σ2,0.0005936926772143721,ipw_iid,1668,267
σ2net,0.0005936926772143723,ipw_iid,1668,267
σ2boot,NaN,ipw_iid,1668,267
stabilized,false,ipw_iid,1668,267
ψ,1.4210826342220306,sipw_iid,1668,267
σ2,0.00041450136739515386,sipw_iid,1668,267
σ2net,0.0004145013673951528,sipw_iid,1668,267
σ2boot,NaN,sipw_iid,1668,267
stabilized,true,sipw_iid,1668,267
ψ,1.4364230839646897,onestep_iid,1668,267
σ2,0.00039350732204102403,onestep_iid,1668,267
σ2net,0.00039350732204102435,onestep_iid,1668,267
σ2boot,NaN,onestep_iid,1668,267
ψ,1.4392963528538805,tmle_iid,1668,267
σ2,0.0003949672202951207,tmle_iid,1668,267
σ2net,0.0003949672202951205,tmle_iid,1668,267
σ2boot,NaN,tmle_iid,1668,267
ψ,1.444966768201147,ols,1668,267
σ2,0.0015690789546187569,ols,1668,267
σ2net,0.0015690789546187569,ols,1668,267
ψ,1.5040542430629031,plugin,1668,268
σ2boot,NaN,plugin,1668,268
ψ,1.4548173291511481,ipw,1668,268
σ2,0.0007284186436665214,ipw,1668,268
σ2net,0.0010293169759756284,ipw,1668,268
σ2boot,NaN,ipw,1668,268
stabilized,false,ipw,1668,268
ψ,1.4623288513805162,sipw,1668,268
σ2,0.0004111343745935289,sipw,1668,268
σ2net,0.0006832692962251719,sipw,1668,268
σ2boot,NaN,sipw,1668,268
stabilized,true,sipw,1668,268
ψ,1.5008437059298763,onestep,1668,268
σ2,0.0004225793644388838,onestep,1668,268
σ2net,0.0006806457535570217,onestep,1668,268
σ2boot,NaN,onestep,1668,268
ψ,1.5051290413508907,tmle,1668,268
σ2,0.0004244834613063627,tmle,1668,268
σ2net,0.0006951068230439161,tmle,1668,268
σ2boot,NaN,tmle,1668,268
ψ,1.4820990993953946,plugin_iid,1668,268
σ2boot,NaN,plugin_iid,1668,268
ψ,1.459951956851998,ipw_iid,1668,268
σ2,0.0006318996558240753,ipw_iid,1668,268
σ2net,0.0006318996558240746,ipw_iid,1668,268
σ2boot,NaN,ipw_iid,1668,268
stabilized,false,ipw_iid,1668,268
ψ,1.4607813087575776,sipw_iid,1668,268
σ2,0.00041253339192181166,sipw_iid,1668,268
σ2net,0.0004125333919218115,sipw_iid,1668,268
σ2boot,NaN,sipw_iid,1668,268
stabilized,true,sipw_iid,1668,268
ψ,1.4858800566651928,onestep_iid,1668,268
σ2,0.00041028432148785784,onestep_iid,1668,268
σ2net,0.0004102843214878573,onestep_iid,1668,268
σ2boot,NaN,onestep_iid,1668,268
ψ,1.4790442846165948,tmle_iid,1668,268
σ2,0.00041424613716222093,tmle_iid,1668,268
σ2net,0.00041424613716222066,tmle_iid,1668,268
σ2boot,NaN,tmle_iid,1668,268
ψ,1.48198900949879,ols,1668,268
σ2,0.001602617071260852,ols,1668,268
σ2net,0.001602617071260852,ols,1668,268
ψ,1.4569034105623058,plugin,1668,269
σ2boot,NaN,plugin,1668,269
ψ,1.402247249627111,ipw,1668,269
σ2,0.0007139832244787093,ipw,1668,269
σ2net,0.0010584376170793264,ipw,1668,269
σ2boot,NaN,ipw,1668,269
stabilized,false,ipw,1668,269
ψ,1.4288515776579591,sipw,1668,269
σ2,0.00041711436073200737,sipw,1668,269
σ2net,0.000576738793189077,sipw,1668,269
σ2boot,NaN,sipw,1668,269
stabilized,true,sipw,1668,269
ψ,1.4573834024080894,onestep,1668,269
σ2,0.00041340499602135315,onestep,1668,269
σ2net,0.0005670834011632172,onestep,1668,269
σ2boot,NaN,onestep,1668,269
ψ,1.462080059766302,tmle,1668,269
σ2,0.00042857391967331793,tmle,1668,269
σ2net,0.0005733015165035992,tmle,1668,269
σ2boot,NaN,tmle,1668,269
ψ,1.4351742184708867,plugin_iid,1668,269
σ2boot,NaN,plugin_iid,1668,269
ψ,1.4059660294336134,ipw_iid,1668,269
σ2,0.000663568511211883,ipw_iid,1668,269
σ2net,0.0006635685112118822,ipw_iid,1668,269
σ2boot,NaN,ipw_iid,1668,269
stabilized,false,ipw_iid,1668,269
ψ,1.4142197836126171,sipw_iid,1668,269
σ2,0.00039844124699134917,sipw_iid,1668,269
σ2net,0.0003984412469913486,sipw_iid,1668,269
σ2boot,NaN,sipw_iid,1668,269
stabilized,true,sipw_iid,1668,269
ψ,1.429146725961399,onestep_iid,1668,269
σ2,0.000386240107676194,onestep_iid,1668,269
σ2net,0.0003862401076761933,onestep_iid,1668,269
σ2boot,NaN,onestep_iid,1668,269
ψ,1.4271571964819645,tmle_iid,1668,269
σ2,0.0004108734396118301,tmle_iid,1668,269
σ2net,0.00041087343961183,tmle_iid,1668,269
σ2boot,NaN,tmle_iid,1668,269
ψ,1.4349463536142257,ols,1668,269
σ2,0.001636759772538634,ols,1668,269
σ2net,0.001636759772538634,ols,1668,269
ψ,1.4645775381426007,plugin,1668,270
σ2boot,NaN,plugin,1668,270
ψ,1.4249442654422577,ipw,1668,270
σ2,0.0007817211985282245,ipw,1668,270
σ2net,0.0010042220234725975,ipw,1668,270
σ2boot,NaN,ipw,1668,270
stabilized,false,ipw,1668,270
ψ,1.4247033961877382,sipw,1668,270
σ2,0.00040865081597877596,sipw,1668,270
σ2net,0.0006040102572372271,sipw,1668,270
σ2boot,NaN,sipw,1668,270
stabilized,true,sipw,1668,270
ψ,1.4711342201033428,onestep,1668,270
σ2,0.00041237225130061475,onestep,1668,270
σ2net,0.0005432493079889488,onestep,1668,270
σ2boot,NaN,onestep,1668,270
ψ,1.4632384602424788,tmle,1668,270
σ2,0.00039546096600154843,tmle,1668,270
σ2net,0.0005612874657389366,tmle,1668,270
σ2boot,NaN,tmle,1668,270
ψ,1.4433313796738898,plugin_iid,1668,270
σ2boot,NaN,plugin_iid,1668,270
ψ,1.4098237977005503,ipw_iid,1668,270
σ2,0.0004922584300478175,ipw_iid,1668,270
σ2net,0.0004922584300478182,ipw_iid,1668,270
σ2boot,NaN,ipw_iid,1668,270
stabilized,false,ipw_iid,1668,270
ψ,1.424729427406807,sipw_iid,1668,270
σ2,0.0003850214237935217,sipw_iid,1668,270
σ2net,0.00038502142379352126,sipw_iid,1668,270
σ2boot,NaN,sipw_iid,1668,270
stabilized,true,sipw_iid,1668,270
ψ,1.4438394978888927,onestep_iid,1668,270
σ2,0.00038442178232254444,onestep_iid,1668,270
σ2net,0.00038442178232254385,onestep_iid,1668,270
σ2boot,NaN,onestep_iid,1668,270
ψ,1.4523886207334742,tmle_iid,1668,270
σ2,0.0004126012049585923,tmle_iid,1668,270
σ2net,0.0004126012049585922,tmle_iid,1668,270
σ2boot,NaN,tmle_iid,1668,270
ψ,1.4432064042062693,ols,1668,270
σ2,0.001632805995945479,ols,1668,270
σ2net,0.001632805995945479,ols,1668,270
ψ,1.4845869365005124,plugin,1668,271
σ2boot,NaN,plugin,1668,271
ψ,1.4443552610251336,ipw,1668,271
σ2,0.0006341303297842696,ipw,1668,271
σ2net,0.0007413838389292805,ipw,1668,271
σ2boot,NaN,ipw,1668,271
stabilized,false,ipw,1668,271
ψ,1.4461257506248302,sipw,1668,271
σ2,0.0004120434971602289,sipw,1668,271
σ2net,0.0005635455913857469,sipw,1668,271
σ2boot,NaN,sipw,1668,271
stabilized,true,sipw,1668,271
ψ,1.4843289030763274,onestep,1668,271
σ2,0.0004095797464983765,onestep,1668,271
σ2net,0.0005167132127789657,onestep,1668,271
σ2boot,NaN,onestep,1668,271
ψ,1.4873252751521397,tmle,1668,271
σ2,0.0004233246493270875,tmle,1668,271
σ2net,0.0005549082541610238,tmle,1668,271
σ2boot,NaN,tmle,1668,271
ψ,1.4631207779981363,plugin_iid,1668,271
σ2boot,NaN,plugin_iid,1668,271
ψ,1.4493379510098796,ipw_iid,1668,271
σ2,0.0006689581359276658,ipw_iid,1668,271
σ2net,0.0006689581359276648,ipw_iid,1668,271
σ2boot,NaN,ipw_iid,1668,271
stabilized,false,ipw_iid,1668,271
ψ,1.4364882396373186,sipw_iid,1668,271
σ2,0.0004040415744153176,sipw_iid,1668,271
σ2net,0.00040404157441531767,sipw_iid,1668,271
σ2boot,NaN,sipw_iid,1668,271
stabilized,true,sipw_iid,1668,271
ψ,1.4655561191857491,onestep_iid,1668,271
σ2,0.00039817759352056055,onestep_iid,1668,271
σ2net,0.0003981775935205601,onestep_iid,1668,271
σ2boot,NaN,onestep_iid,1668,271
ψ,1.466937758785812,tmle_iid,1668,271
σ2,0.0004115757280471487,tmle_iid,1668,271
σ2net,0.00041157572804714895,tmle_iid,1668,271
σ2boot,NaN,tmle_iid,1668,271
ψ,1.4630228115025454,ols,1668,271
σ2,0.001662251392064263,ols,1668,271
σ2net,0.001662251392064263,ols,1668,271
ψ,1.493203839995261,plugin,1668,272
σ2boot,NaN,plugin,1668,272
ψ,1.4464240118876202,ipw,1668,272
σ2,0.0005902964351879003,ipw,1668,272
σ2net,0.0007407596245909271,ipw,1668,272
σ2boot,NaN,ipw,1668,272
stabilized,false,ipw,1668,272
ψ,1.4481153337869763,sipw,1668,272
σ2,0.0003827550127320163,sipw,1668,272
σ2net,0.00047960119594570206,sipw,1668,272
σ2boot,NaN,sipw,1668,272
stabilized,true,sipw,1668,272
ψ,1.4937386750543828,onestep,1668,272
σ2,0.0004056449028794517,onestep,1668,272
σ2net,0.0004931220356589576,onestep,1668,272
σ2boot,NaN,onestep,1668,272
ψ,1.4898533137894605,tmle,1668,272
σ2,0.00041248545227359355,tmle,1668,272
σ2net,0.00048531345585949893,tmle,1668,272
σ2boot,NaN,tmle,1668,272
ψ,1.4757455348854518,plugin_iid,1668,272
σ2boot,NaN,plugin_iid,1668,272
ψ,1.445806218496505,ipw_iid,1668,272
σ2,0.0007200360507005625,ipw_iid,1668,272
σ2net,0.0007200360507005635,ipw_iid,1668,272
σ2boot,NaN,ipw_iid,1668,272
stabilized,false,ipw_iid,1668,272
ψ,1.447699682093916,sipw_iid,1668,272
σ2,0.0004437855104976524,sipw_iid,1668,272
σ2net,0.00044378551049765287,sipw_iid,1668,272
σ2boot,NaN,sipw_iid,1668,272
stabilized,true,sipw_iid,1668,272
ψ,1.4702874941024062,onestep_iid,1668,272
σ2,0.00038336360907646066,onestep_iid,1668,272
σ2net,0.00038336360907646034,onestep_iid,1668,272
σ2boot,NaN,onestep_iid,1668,272
ψ,1.471942707369862,tmle_iid,1668,272
σ2,0.0003986960471489776,tmle_iid,1668,272
σ2net,0.0003986960471489779,tmle_iid,1668,272
σ2boot,NaN,tmle_iid,1668,272
ψ,1.47569940526221,ols,1668,272
σ2,0.0016058036397134134,ols,1668,272
σ2net,0.0016058036397134134,ols,1668,272
ψ,1.4856051684273885,plugin,1668,273
σ2boot,NaN,plugin,1668,273
ψ,1.4434749669176008,ipw,1668,273
σ2,0.0006062566580937399,ipw,1668,273
σ2net,0.0007355531060606848,ipw,1668,273
σ2boot,NaN,ipw,1668,273
stabilized,false,ipw,1668,273
ψ,1.4500536555050982,sipw,1668,273
σ2,0.00044731798103437453,sipw,1668,273
σ2net,0.0005901299432490922,sipw,1668,273
σ2boot,NaN,sipw,1668,273
stabilized,true,sipw,1668,273
ψ,1.4855525634354487,onestep,1668,273
σ2,0.0004564869821608905,onestep,1668,273
σ2net,0.0005934372514661442,onestep,1668,273
σ2boot,NaN,onestep,1668,273
ψ,1.4926946830602408,tmle,1668,273
σ2,0.0004379350937978951,tmle,1668,273
σ2net,0.0005939606355371018,tmle,1668,273
σ2boot,NaN,tmle,1668,273
ψ,1.464475884395164,plugin_iid,1668,273
σ2boot,NaN,plugin_iid,1668,273
ψ,1.44313659575984,ipw_iid,1668,273
σ2,0.0006182201513855701,ipw_iid,1668,273
σ2net,0.0006182201513855698,ipw_iid,1668,273
σ2boot,NaN,ipw_iid,1668,273
stabilized,false,ipw_iid,1668,273
ψ,1.4344234507368483,sipw_iid,1668,273
σ2,0.00042997363270915866,sipw_iid,1668,273
σ2net,0.0004299736327091582,sipw_iid,1668,273
σ2boot,NaN,sipw_iid,1668,273
stabilized,true,sipw_iid,1668,273
ψ,1.4514501246264284,onestep_iid,1668,273
σ2,0.0004475541804686973,onestep_iid,1668,273
σ2net,0.00044755418046869784,onestep_iid,1668,273
σ2boot,NaN,onestep_iid,1668,273
ψ,1.467654901891748,tmle_iid,1668,273
σ2,0.0004317036579361776,tmle_iid,1668,273
σ2net,0.00043170365793617816,tmle_iid,1668,273
σ2boot,NaN,tmle_iid,1668,273
ψ,1.4642873473593974,ols,1668,273
σ2,0.0016620952940713933,ols,1668,273
σ2net,0.0016620952940713933,ols,1668,273
ψ,1.4894154240217523,plugin,1668,274
σ2boot,NaN,plugin,1668,274
ψ,1.444060583637236,ipw,1668,274
σ2,0.0005876724572774926,ipw,1668,274
σ2net,0.0007745230761988503,ipw,1668,274
σ2boot,NaN,ipw,1668,274
stabilized,false,ipw,1668,274
ψ,1.4553033387535734,sipw,1668,274
σ2,0.00046858289204858023,sipw,1668,274
σ2net,0.0006792851467183195,sipw,1668,274
σ2boot,NaN,sipw,1668,274
stabilized,true,sipw,1668,274
ψ,1.4876934373762432,onestep,1668,274
σ2,0.0004346770346484338,onestep,1668,274
σ2net,0.0006112780650774031,onestep,1668,274
σ2boot,NaN,onestep,1668,274
ψ,1.4864230893544341,tmle,1668,274
σ2,0.00042444189373916206,tmle,1668,274
σ2net,0.0005925730048112991,tmle,1668,274
σ2boot,NaN,tmle,1668,274
ψ,1.4703009766097024,plugin_iid,1668,274
σ2boot,NaN,plugin_iid,1668,274
ψ,1.4383533765467613,ipw_iid,1668,274
σ2,0.0007273198958170614,ipw_iid,1668,274
σ2net,0.0007273198958170609,ipw_iid,1668,274
σ2boot,NaN,ipw_iid,1668,274
stabilized,false,ipw_iid,1668,274
ψ,1.4501951286264148,sipw_iid,1668,274
σ2,0.0004301264533997578,sipw_iid,1668,274
σ2net,0.0004301264533997567,sipw_iid,1668,274
σ2boot,NaN,sipw_iid,1668,274
stabilized,true,sipw_iid,1668,274
ψ,1.4712661743285902,onestep_iid,1668,274
σ2,0.0004327517626616162,onestep_iid,1668,274
σ2net,0.0004327517626616161,onestep_iid,1668,274
σ2boot,NaN,onestep_iid,1668,274
ψ,1.4675836712817951,tmle_iid,1668,274
σ2,0.00044418816701225796,tmle_iid,1668,274
σ2net,0.00044418816701225747,tmle_iid,1668,274
σ2boot,NaN,tmle_iid,1668,274
ψ,1.4701830485431537,ols,1668,274
σ2,0.0016274858149173729,ols,1668,274
σ2net,0.0016274858149173729,ols,1668,274
ψ,1.4607062920070837,plugin,1668,275
σ2boot,NaN,plugin,1668,275
ψ,1.4131318634086352,ipw,1668,275
σ2,0.0006219159306982195,ipw,1668,275
σ2net,0.0007068034682739561,ipw,1668,275
σ2boot,NaN,ipw,1668,275
stabilized,false,ipw,1668,275
ψ,1.4174993783496392,sipw,1668,275
σ2,0.0004388546331007045,sipw,1668,275
σ2net,0.0005918316951579656,sipw,1668,275
σ2boot,NaN,sipw,1668,275
stabilized,true,sipw,1668,275
ψ,1.4606861202084103,onestep,1668,275
σ2,0.00044853241988011047,onestep,1668,275
σ2net,0.0005791281726641362,onestep,1668,275
σ2boot,NaN,onestep,1668,275
ψ,1.4639994640914835,tmle,1668,275
σ2,0.0004426433817758391,tmle,1668,275
σ2net,0.0005575689117308433,tmle,1668,275
σ2boot,NaN,tmle,1668,275
ψ,1.4360248963241866,plugin_iid,1668,275
σ2boot,NaN,plugin_iid,1668,275
ψ,1.412415424930077,ipw_iid,1668,275
σ2,0.0006284235579713077,ipw_iid,1668,275
σ2net,0.0006284235579713069,ipw_iid,1668,275
σ2boot,NaN,ipw_iid,1668,275
stabilized,false,ipw_iid,1668,275
ψ,1.4203074413620935,sipw_iid,1668,275
σ2,0.0004324851533742368,sipw_iid,1668,275
σ2net,0.00043248515337423695,sipw_iid,1668,275
σ2boot,NaN,sipw_iid,1668,275
stabilized,true,sipw_iid,1668,275
ψ,1.4311488494850015,onestep_iid,1668,275
σ2,0.00044173239415328967,onestep_iid,1668,275
σ2net,0.00044173239415328945,onestep_iid,1668,275
σ2boot,NaN,onestep_iid,1668,275
ψ,1.4363109231921425,tmle_iid,1668,275
σ2,0.00041388429204429727,tmle_iid,1668,275
σ2net,0.00041388429204429695,tmle_iid,1668,275
σ2boot,NaN,tmle_iid,1668,275
ψ,1.4360184220812269,ols,1668,275
σ2,0.0016780130559807807,ols,1668,275
σ2net,0.0016780130559807807,ols,1668,275
ψ,1.501220191979507,plugin,1668,276
σ2boot,NaN,plugin,1668,276
ψ,1.4525579455138686,ipw,1668,276
σ2,0.0005119653402243574,ipw,1668,276
σ2net,0.0006312539293980277,ipw,1668,276
σ2boot,NaN,ipw,1668,276
stabilized,false,ipw,1668,276
ψ,1.4618263549625408,sipw,1668,276
σ2,0.0004254521254278743,sipw,1668,276
σ2net,0.0005209778465640105,sipw,1668,276
σ2boot,NaN,sipw,1668,276
stabilized,true,sipw,1668,276
ψ,1.5019900441864842,onestep,1668,276
σ2,0.0004093984308222571,onestep,1668,276
σ2net,0.0004785094494959799,onestep,1668,276
σ2boot,NaN,onestep,1668,276
ψ,1.4984441641913053,tmle,1668,276
σ2,0.00041092203970920823,tmle,1668,276
σ2net,0.0004815761618585125,tmle,1668,276
σ2boot,NaN,tmle,1668,276
ψ,1.4775817456601337,plugin_iid,1668,276
σ2boot,NaN,plugin_iid,1668,276
ψ,1.447080723904162,ipw_iid,1668,276
σ2,0.0007479724830519049,ipw_iid,1668,276
σ2net,0.0007479724830519048,ipw_iid,1668,276
σ2boot,NaN,ipw_iid,1668,276
stabilized,false,ipw_iid,1668,276
ψ,1.4532500659267278,sipw_iid,1668,276
σ2,0.0003912066033055228,sipw_iid,1668,276
σ2net,0.00039120660330552214,sipw_iid,1668,276
σ2boot,NaN,sipw_iid,1668,276
stabilized,true,sipw_iid,1668,276
ψ,1.4829310936368396,onestep_iid,1668,276
σ2,0.0004049290832821649,onestep_iid,1668,276
σ2net,0.00040492908328216523,onestep_iid,1668,276
σ2boot,NaN,onestep_iid,1668,276
ψ,1.467931565966379,tmle_iid,1668,276
σ2,0.0004003165918503695,tmle_iid,1668,276
σ2net,0.00040031659185036983,tmle_iid,1668,276
σ2boot,NaN,tmle_iid,1668,276
ψ,1.4772938583949975,ols,1668,276
σ2,0.0015878310264328987,ols,1668,276
σ2net,0.0015878310264328987,ols,1668,276
ψ,1.4663276060247545,plugin,1668,277
σ2boot,NaN,plugin,1668,277
ψ,1.4301933920003098,ipw,1668,277
σ2,0.0006557536472614346,ipw,1668,277
σ2net,0.0007857410648786319,ipw,1668,277
σ2boot,NaN,ipw,1668,277
stabilized,false,ipw,1668,277
ψ,1.4290884822144105,sipw,1668,277
σ2,0.0004188586107616934,sipw,1668,277
σ2net,0.0005394597397691424,sipw,1668,277
σ2boot,NaN,sipw,1668,277
stabilized,true,sipw,1668,277
ψ,1.4689450132333783,onestep,1668,277
σ2,0.00041667507735370854,onestep,1668,277
σ2net,0.000497657811311378,onestep,1668,277
σ2boot,NaN,onestep,1668,277
ψ,1.4657219389129676,tmle,1668,277
σ2,0.00042045167735816876,tmle,1668,277
σ2net,0.0004860427590088382,tmle,1668,277
σ2boot,NaN,tmle,1668,277
ψ,1.4436052891999689,plugin_iid,1668,277
σ2boot,NaN,plugin_iid,1668,277
ψ,1.4187827470879157,ipw_iid,1668,277
σ2,0.0005906476003758176,ipw_iid,1668,277
σ2net,0.0005906476003758181,ipw_iid,1668,277
σ2boot,NaN,ipw_iid,1668,277
stabilized,false,ipw_iid,1668,277
ψ,1.419542945601324,sipw_iid,1668,277
σ2,0.0004015318619988536,sipw_iid,1668,277
σ2net,0.0004015318619988535,sipw_iid,1668,277
σ2boot,NaN,sipw_iid,1668,277
stabilized,true,sipw_iid,1668,277
ψ,1.452331269024015,onestep_iid,1668,277
σ2,0.0003966531116835838,onestep_iid,1668,277
σ2net,0.0003966531116835828,onestep_iid,1668,277
σ2boot,NaN,onestep_iid,1668,277
ψ,1.4422292668787995,tmle_iid,1668,277
σ2,0.0004121510785024461,tmle_iid,1668,277
σ2net,0.0004121510785024466,tmle_iid,1668,277
σ2boot,NaN,tmle_iid,1668,277
ψ,1.4435939857399778,ols,1668,277
σ2,0.0016542826302889642,ols,1668,277
σ2net,0.0016542826302889642,ols,1668,277
ψ,1.5079462560338455,plugin,1668,278
σ2boot,NaN,plugin,1668,278
ψ,1.4577929191183172,ipw,1668,278
σ2,0.0007105527751450866,ipw,1668,278
σ2net,0.0008557320031084329,ipw,1668,278
σ2boot,NaN,ipw,1668,278
stabilized,false,ipw,1668,278
ψ,1.45943267856343,sipw,1668,278
σ2,0.0003917085740572975,sipw,1668,278
σ2net,0.0005346289947851847,sipw,1668,278
